$DATA1 SOURCE='PrimeSim HSPICE' VERSION='S-2021.09-2
$OPTION MEASFORM=3
$ This file format is subject to change 
$ The seperator is :@:                  
$index=1 is a nominal sample in Monte Carlo.
$option ignore_global_variation = no              
$option ignore_local_variation = no               
$option ignore_aging_variation = yes              
$option ignore_interconnect_variation = no        
$option ignore_spatial_variation = no   
$option ignore_variation = no 
$option sampling_method  = srs                  
$option normal_limit     =      20.0000       
$option replicates       =   1      
$option random_generator = MCG                          
$option seed             =       1  
$option stream           =   1      
$option output_sigma_value =  1     
$option use_agauss_format = yes     
$option screening_method = pearson  
$Global Variable number:        2                               
$Local Variable number:        0                                
$Aging Variable number:        0                                
.TITLE 'benchmark c17 v2'
$ rng_params = ( 2, 2000, 0, 4, 1, 1, 20.000000, 1, 1.000000,  [ 2, 2])
$ IRV index: - 1 2
index,nmos_rvt:@:phig_var_n:@:IGNC,pmos_rvt:@:phig_var_p:@:IGNC
808,  -1.4483,   0.9314,
809,  -0.2918,   0.2230,
810,   2.4491,  -1.8203,
811,   0.3061,   0.3569,
812,  -1.4344,  -0.5676,
813,   0.8263,  -0.4774,
814,   0.2948,  -1.8891,
815,  -1.3625,  -1.3980,
816,   0.5301,  -0.9175,
817,  -1.4233,-2.395e-02,
818,   0.8623,  -0.1743,
819,   0.4922,   0.4370,
820,   0.2316,  -0.1361,
821, 1.664e-02, 9.274e-02,
822,  -1.0593,   1.5553,
823,  -1.2060,   0.1994,
824,  -0.9393,   0.2618,
825,  -0.2473,   1.0989,
826,  -1.1663,   1.8905,
827,   0.8692,  -0.7793,
828,-3.412e-02,   1.8269,
829,   1.6197,  -0.6299,
830,  -0.3557,   1.2923,
831,  -0.2078,   0.7446,
832,   0.3482,   1.9667,
833,  -1.0696,  -0.1839,
834,   1.6398,   0.5387,
835,  -1.6917, 9.953e-02,
836,  -1.2704,   0.5334,
837,  -2.9591,   0.1865,
838,  -0.9560,   0.8156,
839,   1.6103,   2.2347,
840,  -1.1180,   0.4888,
841,   0.1501,  -1.2951,
842,  -1.1190,   0.1335,
843,-3.944e-02, 2.561e-02,
844,  -0.8236,   1.4976,
845,  -0.8508,   1.0651,
846,  -0.8036,  -1.5345,
847,   0.6537,-7.557e-02,
848,  -0.9521,  -0.1597,
849,  -0.2593,   1.2121,
850,   0.2565,   0.2662,
851,  -0.7401,  -0.7733,
852,  -1.9663,   0.1538,
853,   0.2282,   1.5227,
854,  -1.7126,   1.0299,
855,   0.1914,  -0.1178,
856,   0.6701,   1.0188,
857, 9.672e-02,  -0.1516,
858,   0.7195,  -1.1370,
859,  -0.7896,   1.8704,
860,  -1.3413,   0.4002,
861,  -0.9935,  -0.7447,
862,  -0.4001,   1.2136,
863,   0.7275,  -0.3484,
864,  -0.9730,   1.3424,
865,  -0.8461,   1.6786,
866,   0.3581,   1.0677,
867,   0.3209, 8.362e-02,
868,  -0.4623,   1.0911,
869,  -0.5687, 6.515e-02,
870,   0.2234,  -0.8242,
871,  -0.7433,  -0.3784,
872,  -0.1282,   0.3070,
873,  -0.7751,   1.7414,
874,   1.4775,  -0.5245,
875,  -1.4893,  -0.2954,
876,  -1.5700,  -0.4304,
877,  -0.2406,  -1.5235,
878,  -0.8059,   0.4068,
879,  -1.0354,   0.7306,
880,   0.5249,  -0.2818,
881,   1.6783,  -0.4541,
882,  -0.6850,  -0.4357,
883,   0.4917,  -1.4452,
884,   1.6719,   0.6944,
885,   1.0285,   0.6308,
886,  -0.3958,   1.4269,
887,   2.6598,  -0.6473,
888,  -0.9003,  -1.4754,
889,-1.288e-02,   1.3093,
890,  -0.4510,  -0.4328,
891,  -0.4570,  -1.1285,
892,   2.1221,   1.7490,
893,   1.2426,   0.5914,
894,   1.0344,  -0.1772,
895, 1.118e-02,   1.5269,
896,   0.1567,  -0.1286,
897,-1.319e-02,-9.148e-02,
898,  -0.8768,-5.721e-02,
899,  -0.2478,   0.2568,
900,  -1.1715,  -0.3956,
901,   0.1676,  -0.4749,
902,  -0.1840,  -1.5515,
903,  -1.0724,  -0.2787,
904,  -0.6929,  -1.5907,
905,   0.3024,   1.1060,
906,   1.1058,   0.1458,
907,   0.6565,   1.3339,
908,   0.1842,  -1.3517,
909,  -0.3833,  -0.1738,
910,  -0.2171,  -0.9385,
911,  -1.6621,  -0.2064,
912,  -0.1179,  -1.5988,
913,   0.7364,  -1.7309,
914,-8.873e-02,   1.3721,
915,   0.3242,   0.5587,
916,   1.2426,   0.3266,
917,   1.5678,  -1.2172,
918,   1.3599,   0.3290,
919,   1.0664,  -2.0001,
920,  -0.6490,   0.6818,
921,   0.1336,   1.4094,
922,  -0.9984,   0.3072,
923,  -0.1021,  -0.4235,
924,   0.4280, 2.484e-02,
925,  -0.1174,  -0.2315,
926,   0.6894,  -1.8247,
927,   1.2821,   0.1863,
928, 7.914e-03,   1.9620,
929,  -1.1717,  -0.3941,
930,   0.9139,  -1.5049,
931,  -0.8723,   0.5486,
932,   1.4959,   2.3183,
933,   2.3477,  -1.4341,
934,  -2.2563,  -0.2682,
935,  -0.7372,  -1.5244,
936,  -0.5969,  -0.9170,
937,  -0.2148,   2.4339,
938,   1.2112,-1.633e-02,
939,  -1.0935,   1.0282,
940,   2.3501,  -0.9345,
941,  -0.4669,   1.5002,
942,   0.2396,   0.4472,
943,   0.1925,  -1.7796,
944,  -0.5113,   0.4242,
945,  -1.4187,  -0.2016,
946,  -0.3865,   0.9250,
947,  -0.7904,   0.5421,
948,   0.5616,   0.4355,
949,-7.548e-02,  -0.9827,
950,   0.7807,   0.1194,
951,   0.9427,  -1.1981,
952,  -0.1060,   0.4867,
953,   0.6417,   0.6675,
954,   0.1280,  -0.4285,
955,   0.6350,   0.1255,
956,  -1.3835,   0.8971,
957,  -0.1247,-9.803e-02,
958,  -0.2045,   0.8770,
959,   1.2897,   2.6867,
960,  -0.5258,   0.2781,
961,  -0.9158,   0.9716,
962,   1.4736,  -0.2855,
963,   0.7460,  -1.0462,
964,  -0.8215,   0.4789,
965,   1.7273,   0.6541,
966,   1.1631,  -0.2188,
967,   1.2095,-5.795e-02,
968, 7.764e-02,  -0.1569,
969,   1.3080, 2.001e-02,
970,   0.5214,  -0.3188,
971,   0.7453,   0.5913,
972,   0.3958,   1.0391,
973,   1.0121,  -1.6610,
974,   0.9937,  -0.9431,
975,  -0.9984,  -0.5039,
976,   2.1977,  -0.6740,
977,   2.4000,  -1.0954,
978,   1.3746,   0.1115,
979,   0.3543,  -2.0500,
980,   0.4259,   1.2649,
981,  -0.3524,  -0.3199,
982,  -0.3117,-4.959e-02,
983,   0.8097,   0.4101,
984,   0.7271,  -1.4390,
985,   0.4858,   0.7173,
986,  -0.3619,  -0.9827,
987,   0.3055,   1.0548,
988,  -0.4026,  -0.5531,
989,   0.5045,  -0.1192,
990,   0.9189,  -0.8097,
991,   1.5435,   0.2173,
992,  -1.9055,   0.5594,
993,  -1.2873,  -1.2185,
994,  -1.0609,   0.6076,
995,-8.365e-02,  -0.8679,
996,   0.6558,   1.7402,
997,  -1.7567,   1.0487,
998,  -0.2311,  -0.9824,
999,  -1.5606,  -1.2004,
1000,   1.2675,   1.1071,
1001,   0.1042,  -2.5909,
1002,  -1.9489,   0.2342,
1003,  -1.4846,  -0.9550,
1004,  -0.1951,  -0.1096,
1005,   0.3393,  -0.2451,
1006,   0.7399,  -1.8359,
1007,   0.6929, 8.557e-02,
1008,   2.1338,   0.5832,
1009,-4.503e-02,  -1.0731,
1010,   1.3235,  -0.2231,
1011,  -0.2753,  -0.2026,
1012,   0.9127,  -1.6207,
1013,  -0.4098,   0.2838,
1014,   1.1153,   0.9747,
1015,   0.7385,  -2.4255,
1016,   2.3720,   0.6857,
1017,   0.9692,   0.5654,
1018,  -0.8877,  -0.5264,
1019,   1.1789,   0.7534,
1020,   0.2824,-1.197e-02,
1021,  -0.8741,   0.4389,
1022,  -1.1040,  -0.8096,
1023,  -1.0307,   1.2101,
1024,   2.0811,  -0.9201,
1025,  -0.5030,  -1.4761,
1026,  -0.9340,  -0.1789,
1027,   0.4274,   0.4607,
1028,  -2.3059,  -0.1513,
1029,  -2.0002,   0.3723,
1030,  -0.8367,   0.8111,
1031,   1.3985,   1.8635,
1032,   1.4472,   1.1256,
1033,   1.0491,-5.048e-02,
1034,   2.1629,  -1.2557,
1035,   0.8699,   0.3401,
1036,   0.9504,   0.6790,
1037,   0.4568,   0.4398,
1038,   0.6917,  -1.3454,
1039,   0.2464,-2.432e-04,
1040,  -0.4715,  -1.8253,
1041,   0.8081,  -1.3324,
1042,  -2.8665,   2.7321,
1043,   0.1588,   0.3283,
1044,  -2.1149,   1.8514,
1045,   0.2112,  -0.6132,
1046,   0.8745,   1.4449,
1047,   1.0917,   1.4148,
1048,   0.6786,  -0.9064,
1049,  -1.3265,  -0.4443,
1050,  -0.7111,  -0.4345,
1051,  -1.2739,   0.6712,
1052,  -0.5110,  -0.7757,
1053,  -0.2900,-1.479e-02,
1054,   1.1133,   0.1522,
1055,  -0.9741,  -0.8119,
1056,   0.1442,  -1.0076,
1057,  -0.2221,  -0.4483,
1058,   0.3544,  -0.4938,
1059,  -0.2145,  -1.1095,
1060, 3.451e-02,   0.8336,
1061,  -0.7739,  -0.9990,
1062,  -0.6235,  -1.7703,
1063,   0.2658,  -0.9655,
1064,   0.9329,  -1.4056,
1065,   1.1852,-3.474e-02,
1066,   0.5044,   1.5105,
1067,  -0.8748,  -2.0799,
1068,  -1.2892,  -0.2555,
1069,   0.3488,  -0.4172,
1070,  -0.6672,  -0.9553,
1071, 8.359e-02,  -0.7586,
1072,  -0.4276,  -1.2145,
1073,  -0.2586,   1.0796,
1074, 6.114e-02,   0.5861,
1075,  -0.6560,   1.0468,
1076,-7.016e-02,   0.6911,
1077,   0.5461,  -0.8166,
1078,  -0.8721,   0.8588,
1079,  -0.4464,  -1.5239,
1080,  -0.6586,   0.9237,
1081,  -1.3021,   1.3677,
1082,   1.6960, 7.375e-03,
1083,   0.9490,  -0.3225,
1084,   0.5923,  -1.9689,
1085,   0.6305,-6.950e-02,
1086,   0.4682,   0.6070,
1087,   0.1050,   1.7007,
1088,   0.5965,   0.8518,
1089,   2.3644,  -1.1019,
1090,   1.6439,   0.3068,
1091,  -0.8542,  -1.2455,
1092,  -0.2433,   0.9305,
1093,  -1.0003,   1.3553,
1094,  -0.8455,   0.1791,
1095,  -0.9346,   0.6520,
1096,   0.8412,   1.3146,
1097,  -0.5790,  -1.3938,
1098,  -0.7373,  -0.3994,
1099,   0.3168,   1.5135,
1100,  -0.9842,  -0.7360,
1101,   0.4029,   2.2454,
1102,  -0.2697,   0.2989,
1103,  -1.1863,  -0.6221,
1104,   0.2900,  -1.2761,
1105,   0.4537,   0.6856,
1106,   0.8401,  -0.5382,
1107,  -0.6537,  -0.5420,
1108,  -1.0704,  -0.1915,
1109,  -0.8353,  -1.3849,
1110,  -2.2105,  -0.6467,
1111,   1.5177,  -0.1446,
1112,   2.2752, 5.694e-02,
1113,  -0.9556,   0.1668,
1114,   0.2165,   1.6852,
1115, 3.827e-02,  -1.7063,
1116,  -0.7544,   1.2105,
1117,   0.7686,   0.5166,
1118,  -1.9613,  -1.0448,
1119,  -1.8685,  -0.4941,
1120,  -0.9313,   0.5531,
1121,  -1.1170,   0.8750,
1122,  -0.2033,  -1.1627,
1123,  -2.0924,  -0.5913,
1124,  -0.2438,  -0.6751,
1125,   0.8023,   0.8604,
1126,  -0.1493,   0.8184,
1127,   1.2230,  -1.0091,
1128,   1.1514,  -0.2148,
1129,  -0.9083,  -0.8369,
1130,  -1.3588,  -0.4910,
1131,  -0.3901,  -1.0629,
1132,   0.7882,   1.3580,
1133,   0.5536,   0.4833,
1134,   1.6374,  -0.1514,
1135,   0.1389,  -0.8503,
1136,  -1.0159,   0.2972,
1137,  -0.4137,  -1.5997,
1138,  -0.6044,   0.2982,
1139,  -1.3827,  -0.5611,
1140,  -3.0581,   0.1491,
1141,  -0.1701,   0.6127,
1142, 3.194e-02,   0.2247,
1143,   0.5577,  -0.1949,
1144,  -0.1444,   0.1222,
1145,  -1.1319,   0.2727,
1146,   0.8250,   0.2188,
1147,  -0.3374,   0.3140,
1148,  -1.3630,   0.1163,
1149,   0.8468,  -1.1315,
1150,   0.5587,  -0.1823,
1151,   0.6509,   1.2436,
1152,  -0.5159,   0.3262,
1153,   0.9998,  -0.5473,
1154,   0.4513,   1.7378,
1155,   1.6410,  -2.1938,
1156,  -0.8460,   1.5399,
1157,  -0.4756,   1.1026,
1158,   0.7069,   0.6861,
1159,   1.6130,  -0.8263,
1160,  -0.5030,  -0.9830,
1161,   1.7965,  -1.4357,
1162,  -0.7803,   1.4513,
1163,  -1.7953,   1.0388,
1164,   1.4822,   0.3601,
1165,   0.3004,  -1.0991,
1166,   0.7899,   0.5624,
1167,   0.3442,   1.0396,
1168,   1.4313,   0.2507,
1169,   1.0242, 4.898e-02,
1170, 4.095e-02,   0.6833,
1171, 8.921e-02,   0.4524,
1172,  -0.4430,   0.4755,
1173,  -0.3980,  -0.9154,
1174,  -0.9289,   0.8442,
1175,  -0.8451,   1.5163,
1176,  -2.8888,   1.1159,
1177,  -1.6278,   1.2367,
1178,  -0.1376,  -0.9933,
1179,  -0.7369,   0.6984,
1180,  -0.9963,  -0.8418,
1181,  -0.7251,-5.788e-02,
1182,   0.1040,  -1.2205,
1183,  -0.3262,  -2.0381,
1184,  -1.1998,  -1.2691,
1185,  -0.1358,-2.661e-02,
1186, 7.972e-02,   1.3169,
1187,  -0.7758,   2.0637,
1188,  -0.2218,  -1.4624,
1189,   0.8688,-9.665e-02,
1190,  -1.4413,   0.7547,
1191,   0.8514,   1.5038,
1192,   0.6120,   0.2408,
1193,  -1.6249,  -0.4628,
1194,   0.9506,  -0.3896,
1195,-1.937e-02,  -0.1210,
1196, 5.390e-03,-3.203e-02,
1197,   1.0664,  -0.8317,
1198,   1.6265,   1.1108,
1199,   0.7533,   2.9762,
1200,   1.4062,  -0.2760,
1201,   0.9852,  -0.1198,
1202,  -0.6706,   0.3139,
1203,   1.1333,  -1.6582,
1204,  -1.0311,   1.4355,
1205,   2.3688,   1.9505,
1206,   0.4032,   0.9618,
1207,  -0.3470, 1.454e-02,
1208,  -1.1636,  -0.4498,
1209,  -1.1125,   0.2301,
1210,   0.4393,  -0.6572,
1211,   0.3201,-8.554e-02,
1212,-9.051e-02,  -0.9886,
1213,   1.3005,  -0.6070,
1214,  -1.1675,   0.3529,
1215,   0.2494,  -0.8504,
1216,  -0.7527,   0.4022,
1217,  -1.1910,   2.4701,
1218,  -0.1211,   0.3870,
1219,  -3.0089,  -0.1992,
1220,  -0.5570,   1.7852,
1221,   0.4235,   0.2987,
1222,   0.6419,  -0.1678,
1223,  -0.8618,  -0.8703,
1224,  -1.0633,   0.3906,
1225,   1.0966,  -0.4317,
1226,  -1.9320,   1.4910,
1227,   0.1702,  -0.3231,
1228,   0.1513,  -1.9139,
1229,  -0.5744,  -0.1629,
1230,-9.174e-03,-7.125e-02,
1231,  -0.5118,  -1.5393,
1232,   1.1182,   0.4697,
1233,   0.7226,   2.2073,
1234, 2.055e-02,  -1.9467,
1235,   0.6378,-2.158e-02,
1236,   1.6476,   0.3238,
1237,   3.0991,  -0.3059,
1238,   0.5664,  -0.1538,
1239,  -0.6130,   0.6129,
1240,   1.4035,  -0.4214,
1241,   0.6836,  -1.3380,
1242,  -0.3269,   0.5969,
1243,  -1.4147,   0.3299,
1244,   0.9433,  -1.2335,
1245,  -0.6436,   0.6735,
1246,   2.5765,  -1.1863,
1247,   0.7746,  -0.1139,
1248,  -1.8255,  -1.0718,
1249,   0.3454,   0.9273,
1250,   0.4886,   0.5543,
1251,  -2.0170,   0.6902,
1252,  -0.7946,  -1.2287,
1253,  -1.1482,  -1.7986,
1254,  -0.1782, 2.900e-02,
1255,   2.4826,  -0.1652,
1256,   1.2163,  -0.8586,
1257,  -1.8822,   0.2247,
1258,  -0.1461,  -0.9998,
1259,  -0.1892,   0.2963,
1260,  -0.9648,   1.1176,
1261,   1.2729,  -0.7816,
1262,  -0.8207,  -1.0016,
1263,  -1.2244,-3.505e-02,
1264,   0.4332,   1.3833,
1265,   0.9654,  -0.8737,
1266,  -1.6207,   0.2843,
1267,   2.0307,  -0.1839,
1268,   0.7461, 2.499e-02,
1269,  -1.1612,  -1.1003,
1270,  -0.4668,  -0.3326,
1271,   0.3618,   0.9133,
1272,  -0.5303,   0.5292,
1273,   1.2038,   0.3102,
1274,  -0.6262,  -0.6521,
1275,   1.0475,  -2.7538,
1276,   0.5412,   0.1212,
1277,   0.5654,  -0.9426,
1278,  -0.8265,   0.1193,
1279,  -1.4025,  -0.9640,
1280,  -0.7601,   1.1950,
1281, 7.442e-02,   0.8683,
1282,  -0.6294,   0.3196,
1283,  -1.2905,  -1.2928,
1284,  -0.8790,  -1.1552,
1285,   1.2497,-6.320e-02,
1286,   0.6346,   0.1182,
1287,  -2.1271,  -0.2177,
1288,   0.5388,   1.2113,
1289,  -2.0339, 3.527e-02,
1290,   1.8696,   2.4151,
1291,  -0.6019,   0.3665,
1292,   1.8588,   0.5256,
1293,   0.7891,  -0.9642,
1294,  -0.6002,  -0.5572,
1295,   0.7203,  -0.2374,
1296,   0.5941,   0.9801,
1297,  -0.3496,   0.3431,
1298,  -0.8475,  -0.1324,
1299,  -0.1449,  -0.7735,
1300,   1.0672,  -2.0949,
1301,   2.1469,  -0.3624,
1302,  -1.8392,  -0.1316,
1303,  -0.1236,   1.0073,
1304,   0.6361,  -0.8356,
1305,   1.8821,  -0.6625,
1306,   0.2224,   0.4762,
1307,  -0.7894,  -0.3099,
1308,  -0.5009,  -1.1784,
1309,  -0.8512,  -0.7834,
1310,  -0.2121,  -1.3108,
1311,  -1.1155,   1.9708,
1312,   0.5460,  -0.6980,
1313,   0.5479,  -0.7347,
1314,   1.3554,  -1.7013,
1315,   0.6735,  -0.4104,
1316,  -0.2480,  -1.0087,
1317,  -1.9383,  -1.3579,
1318,   0.2948,   0.2695,
1319,   1.3798,  -0.3044,
1320,  -1.8229,  -1.0733,
1321,  -0.5394, 2.234e-02,
1322,   0.6285,  -0.5653,
1323,   0.5247,  -0.7721,
1324,   0.3518, 3.103e-02,
1325,  -0.4498,  -0.2119,
1326,  -1.0473,  -2.4019,
1327,  -0.6218,  -0.7479,
1328,  -0.5648,   0.5864,
1329,   0.5914,  -2.0229,
1330,  -1.0949,   0.7734,
1331,   1.4107,  -1.0912,
1332,   1.3755,-5.488e-02,
1333,  -1.0828,  -0.7425,
1334,   0.7847,  -0.8767,
1335,   0.3746,  -0.5538,
1336,   1.1467,   0.1741,
1337,  -0.3345,   1.1208,
1338,   0.2713,   0.3601,
1339,  -0.3483, 4.638e-02,
1340,  -1.0500,  -0.3489,
1341,  -1.4093,  -1.7388,
1342,   0.6208,  -1.4421,
1343,  -0.2791,  -0.1794,
1344,  -1.0821,  -0.7737,
1345,   0.5475,  -0.3171,
1346,  -1.4700,  -0.4377,
1347,   2.4422,  -0.2376,
1348,   2.2634,  -0.1454,
1349,  -0.8231,  -0.3596,
1350,   0.7941,   1.3137,
1351,  -0.5969,  -0.2184,
1352,   0.3998,   0.7625,
1353,  -1.2938,   0.7641,
1354,  -0.1875,   1.1148,
1355,   0.5853,   1.0462,
1356,  -0.4809,   0.1856,
1357,   1.0376,  -0.3037,
1358,   0.2461,  -0.5209,
1359, 6.962e-02,   0.6536,
1360,   1.3792,  -2.3961,
1361,   1.4729,   0.1030,
1362,   1.3021,   0.3645,
1363,  -0.4156,  -0.4921,
1364,  -0.9253,   0.4968,
1365,   0.2385,  -1.3815,
1366,  -0.8761,   0.2260,
1367,  -1.0595,   0.1938,
1368,   2.2416,-6.441e-02,
1369,   0.1057,   0.6709,
1370,  -1.6568,  -0.7295,
1371,  -1.0903,-1.846e-02,
1372,  -1.0666,   0.2149,
1373,   0.1612,   0.4602,
1374,  -0.4838,  -0.7054,
1375,  -0.6111,   2.1977,
1376,  -1.1668,   0.6209,
1377,   0.5024,   0.1812,
1378,  -1.2862,  -0.4859,
1379,  -0.1109,  -0.4885,
1380,  -1.0570,   0.2356,
1381, 7.006e-02,  -0.6241,
1382,  -0.7117,   1.3163,
1383,  -1.8092, 3.111e-02,
1384,   0.8648,   2.4841,
1385,  -1.7350,   0.1984,
1386,  -1.3044,   1.4263,
1387,   0.4690,  -0.1888,
1388,  -0.9820,   0.9360,
1389,   0.8763,   0.4349,
1390,  -0.9573,   0.4599,
1391,   0.5392,  -0.1975,
1392,  -0.7966,   1.1980,
1393,  -1.4884, 8.845e-02,
1394,  -1.2236,   1.3130,
1395,  -0.4650,  -0.5014,
1396,  -0.4192,   0.1988,
1397,   1.2255,   0.1018,
1398, 6.660e-02,   0.4568,
1399,  -0.7597,  -1.1345,
1400, 7.308e-02,  -1.0388,
1401,  -1.5803,  -0.2618,
1402,   0.1824,  -0.5320,
1403,   0.3434,  -1.8187,
1404,  -0.2269,  -0.1880,
1405,   0.4923,  -0.3798,
1406,   1.5312,  -2.0670,
1407,  -0.7619,   2.3626,
1408,  -0.7456,  -0.9004,
1409,  -0.4820,  -0.2567,
1410,   0.8856,   0.8726,
1411,   1.4870,   0.4339,
1412,   0.5133,  -0.6344,
1413,   1.4362,  -0.6126,
1414,   1.6255, 1.433e-02,
1415,  -0.3131,  -1.4775,
1416,   1.2907,  -0.5298,
1417,   0.1983, 5.680e-02,
1418,   0.2258,  -0.4984,
1419,  -1.1667,   0.4805,
1420,  -1.0088,  -0.5314,
1421,   0.3359,   0.6048,
1422,  -1.1157,  -1.2274,
1423, 8.886e-02,-5.887e-02,
1424,   1.4014,-3.706e-02,
1425,   0.3516,  -1.1385,
1426,   0.1679,  -0.1924,
1427,  -0.6401,   1.6431,
1428, 5.804e-02, 6.486e-02,
1429,   1.2174,  -0.5818,
1430,-7.777e-02,-6.989e-03,
1431,  -0.1868,   0.3871,
1432,   0.8883,  -0.6006,
1433,   0.1611,  -0.7831,
1434,  -0.2213,   1.3738,
1435,   1.0901,   0.1247,
1436,   0.9950,   0.7708,
1437,  -1.6111,  -0.3211,
1438,   0.2864,  -0.4830,
1439,   1.0255,  -0.6756,
1440,   1.9536,   1.6071,
1441,   0.2026,   0.3680,
1442,-8.441e-02, 8.788e-02,
1443,-1.633e-02,  -0.7833,
1444,  -0.7069,   0.8688,
1445,  -0.4151,   0.8098,
1446,   1.5460,   1.7044,
1447,  -0.8978,  -0.3742,
1448,   1.9544,  -2.4372,
1449, 1.989e-02,   0.1070,
1450,   0.4869,  -0.2156,
1451,   0.6779,  -0.9221,
1452,  -0.6873,  -0.9182,
1453,  -0.3648,   1.1583,
1454,  -1.6506,   1.0655,
1455,   0.7459,  -0.3674,
1456, 8.979e-02,  -0.4560,
1457,   1.6744,  -0.1858,
1458,   1.3571,   1.1786,
1459,  -2.0701,   3.0233,
1460,  -0.2311,  -2.1532,
1461,  -0.3054,  -1.2302,
1462,   0.6812,  -1.1416,
1463,  -1.2279,  -0.7454,
1464,   2.4095,   0.6684,
1465,   1.0741,   0.4700,
1466,  -0.4703,   0.7846,
1467,   0.1304,  -0.2617,
1468,   0.2991,   0.4580,
1469,  -0.2437,  -0.8086,
1470,  -0.2712,-7.914e-03,
1471,  -0.8892,   0.9760,
1472,   1.0692,  -0.2744,
1473,   0.9278,   0.4031,
1474,  -0.4534,  -1.6316,
1475,  -0.5104,  -1.4736,
1476,  -2.2758,   0.1703,
1477,   0.8241,   0.7385,
1478,   0.8760,  -1.1537,
1479,  -0.7982,   0.3190,
1480,   1.9180,   1.6224,
1481,   0.3236,  -0.9891,
1482,  -1.1888,  -0.8394,
1483,   0.3221,  -0.5736,
1484,  -2.4887,  -0.9684,
1485,  -0.8405,  -0.4332,
1486,  -1.2915,   0.7809,
1487,   1.0935,  -0.6021,
1488,   0.1577,   0.2018,
1489,   0.6282,   1.5063,
1490,  -0.2656,   1.8861,
1491,  -0.3282,  -0.4255,
1492,   0.2587,  -0.8007,
1493,   0.3558,   1.4709,
1494,   1.0387,  -0.4161,
1495,   0.7299,   1.0967,
1496,  -0.1253,   1.9966,
1497,  -1.0017,   0.2626,
1498,   1.3880,  -1.4232,
1499,  -0.6726,  -1.4909,
1500,   0.8008,   0.6773,
1501,  -0.8728,  -0.3341,
1502,-3.172e-02,  -0.7861,
1503,  -0.4678,   0.6609,
1504,   0.2116,  -1.3184,
1505,   1.4986,   0.5821,
1506,   1.4284,  -0.4216,
1507,  -0.7048,  -0.7084,
1508,   0.1930,  -0.2594,
1509,-7.040e-02,   1.6553,
1510,   1.0467,   0.6216,
1511,  -1.3760, 1.850e-02,
1512,  -1.9932,   2.0697,
1513,   0.4176,   0.4718,
1514,   0.1216,  -1.7561,
1515,   0.4937,   1.5934,
1516,   1.3075,   0.5615,
1517,  -1.0754,   1.0942,
1518,  -0.6288,   0.8879,
1519,   2.2506,  -0.2703,
1520, 6.059e-03,   1.0919,
1521,  -3.0879,   0.7839,
1522,   1.3150, 8.746e-02,
1523,  -0.4235,  -0.6628,
1524,  -0.1796,  -1.3201,
1525,  -1.6380,  -0.7076,
1526,   0.9037,   0.1616,
1527,  -0.7222,  -1.3274,
1528,   0.6083,  -0.5398,
1529,   0.5730,  -1.0225,
1530,   0.2865,  -0.1927,
1531,   0.9362,   1.2413,
1532,  -2.5606,   1.4702,
1533,  -0.7013,   0.6303,
1534,   0.8917,   0.3908,
1535,  -0.3152,  -1.8063,
1536,   0.3122,   0.8936,
1537,   1.6161,  -1.5737,
1538,  -0.9936,   0.3632,
1539,  -0.1282,  -1.2894,
1540,-3.725e-02,  -1.5028,
1541,   1.3781, 2.257e-02,
1542,   1.2383,  -0.8687,
1543,  -0.6781,  -0.6830,
1544,   0.8593,   2.0460,
1545,   0.2510,   1.4238,
1546,   0.4864,   2.1022,
1547,   0.7403,   0.6786,
1548,  -0.5099,   0.8725,
1549,   0.5104,   0.5045,
1550, 8.879e-02,  -1.0806,
1551,   0.2138,  -0.4703,
1552,   0.6458,  -1.3618,
1553,  -0.2768,  -0.1799,
1554,  -0.2356,  -0.5666,
1555, 8.455e-03, 2.823e-03,
1556,  -0.7173,   0.7631,
1557,   1.5391,   0.8234,
1558,  -0.2535,   0.7099,
1559,   1.4278,  -0.5594,
1560,  -1.1911,  -1.0494,
1561,   1.2939,  -0.7657,
1562,  -0.9708,   0.2959,
1563,-1.538e-05,   1.2317,
1564,   0.1945,   1.7197,
1565,   0.3763,   1.6611,
1566,  -1.2091,   0.9748,
1567,  -1.2649,  -1.6103,
1568,  -0.8438,   1.3880,
1569,  -1.0840,  -1.2025,
1570,  -0.4057,  -0.7204,
1571,   2.0731,  -0.2381,
1572,  -2.3238,  -1.0179,
1573, 2.945e-02,   0.3708,
1574,   1.8076,   0.4166,
1575,  -2.2339,-5.348e-02,
1576,  -1.0816,   1.1657,
1577,   0.1028,  -1.1185,
1578,   0.2792,  -1.4368,
1579,  -0.8778,   1.9321,
1580,  -0.4010,   1.3522,
1581,   1.8436,  -0.5741,
1582,  -0.7961,   0.8841,
1583,-3.468e-02,-3.545e-02,
1584,  -0.1636,  -1.4376,
1585,  -1.6400,  -0.2179,
1586,   1.1493,   0.6150,
1587,-1.853e-02,   0.4761,
1588,  -0.3882,   0.3754,
1589,   0.5535,  -1.6893,
1590,   0.1675,   0.9069,
1591,  -0.8861,  -0.5436,
1592,  -1.8630,   0.4251,
1593,   1.0972,   0.7742,
1594,  -1.5218,   0.5065,
1595,   0.1269,  -0.2533,
1596,   1.6138,  -0.2745,
1597,  -2.1574,-8.947e-03,
1598,   0.6721,   0.4007,
1599,  -1.2610,  -0.2378,
1600,   1.0774,   0.9229,
1601,   0.6081,   0.5866,
1602,  -0.5079,   0.4444,
1603,   0.2674, 3.478e-03,
